cp	hex	char	utf8_bytes	o200k_base_n	o200k_base_ids	o200k_base_rt	o200k_base_bucket	o200k_harmony_n	o200k_harmony_ids	o200k_harmony_rt	o200k_harmony_bucket	cl100k_base_n	cl100k_base_ids	cl100k_base_rt	cl100k_base_bucket	r50k_base_n	r50k_base_ids	r50k_base_rt	r50k_base_bucket	llama32_n	llama32_ids	llama32_rt	llama32_bucket	claude_xenova_n	claude_xenova_ids	claude_xenova_rt	claude_xenova_bucket
32442	U+7EBA	纺	3	2	2070,118	yes	byte-ish	2	2070,118	yes	byte-ish	2	23043,118	yes	byte-ish	3	163,118,118	yes	byte-ish	3	128000,23043,118	yes	byte-ish	2	7346,123	yes	byte-ish
32443	U+7EBB	纻	3	2	2070,119	yes	byte-ish	2	2070,119	yes	byte-ish	2	23043,119	yes	byte-ish	3	163,118,119	yes	byte-ish	3	128000,23043,119	yes	byte-ish	2	7346,124	yes	byte-ish
32444	U+7EBC	纼	3	2	2070,120	yes	byte-ish	2	2070,120	yes	byte-ish	2	23043,120	yes	byte-ish	3	163,118,120	yes	byte-ish	3	128000,23043,120	yes	byte-ish	2	7346,125	yes	byte-ish
32445	U+7EBD	纽	3	1	134420	yes	single-token	1	134420	yes	single-token	2	23043,121	yes	byte-ish	3	163,118,121	yes	byte-ish	3	128000,23043,121	yes	byte-ish	2	7346,126	yes	byte-ish
32446	U+7EBE	纾	3	2	2070,122	yes	byte-ish	2	2070,122	yes	byte-ish	2	23043,122	yes	byte-ish	3	163,118,122	yes	byte-ish	3	128000,23043,122	yes	byte-ish	2	7346,127	yes	byte-ish
32447	U+7EBF	线	3	1	2855	yes	single-token	1	2855	yes	single-token	1	44368	yes	single-token	3	163,118,123	yes	byte-ish	2	128000,44368	yes	byte-ish	1	20049	yes	single-token
32448	U+7EC0	绀	3	2	2282,222	yes	byte-ish	2	2282,222	yes	byte-ish	2	12774,222	yes	byte-ish	3	163,119,222	yes	byte-ish	3	128000,12774,222	yes	byte-ish	2	4435,227	yes	byte-ish
32449	U+7EC1	绁	3	2	2282,223	yes	byte-ish	2	2282,223	yes	byte-ish	2	12774,223	yes	byte-ish	3	163,119,223	yes	byte-ish	3	128000,12774,223	yes	byte-ish	2	4435,228	yes	byte-ish
32450	U+7EC2	绂	3	2	2282,224	yes	byte-ish	2	2282,224	yes	byte-ish	2	12774,224	yes	byte-ish	3	163,119,224	yes	byte-ish	3	128000,12774,224	yes	byte-ish	2	4435,229	yes	byte-ish
32451	U+7EC3	练	3	1	77038	yes	single-token	1	77038	yes	single-token	2	12774,225	yes	byte-ish	3	163,119,225	yes	byte-ish	2	128000,112628	yes	byte-ish	1	24482	yes	single-token
32452	U+7EC4	组	3	1	16675	yes	single-token	1	16675	yes	single-token	1	41127	yes	single-token	3	163,119,226	yes	byte-ish	2	128000,41127	yes	byte-ish	1	16143	yes	single-token
32453	U+7EC5	绅	3	2	2282,227	yes	byte-ish	2	2282,227	yes	byte-ish	2	12774,227	yes	byte-ish	3	163,119,227	yes	byte-ish	3	128000,12774,227	yes	byte-ish	2	4435,232	yes	byte-ish
32454	U+7EC6	细	3	1	33706	yes	single-token	1	33706	yes	single-token	2	12774,228	yes	byte-ish	3	163,119,228	yes	byte-ish	2	128000,105986	yes	byte-ish	1	47726	yes	single-token
32455	U+7EC7	织	3	1	44512	yes	single-token	1	44512	yes	single-token	2	12774,229	yes	byte-ish	3	163,119,229	yes	byte-ish	2	128000,106818	yes	byte-ish	2	4435,234	yes	byte-ish
32456	U+7EC8	终	3	1	41779	yes	single-token	1	41779	yes	single-token	2	12774,230	yes	byte-ish	3	163,119,230	yes	byte-ish	2	128000,105866	yes	byte-ish	1	54159	yes	single-token
32457	U+7EC9	绉	3	2	2282,231	yes	byte-ish	2	2282,231	yes	byte-ish	2	12774,231	yes	byte-ish	3	163,119,231	yes	byte-ish	3	128000,12774,231	yes	byte-ish	2	4435,236	yes	byte-ish
32458	U+7ECA	绊	3	2	2282,232	yes	byte-ish	2	2282,232	yes	byte-ish	2	12774,232	yes	byte-ish	3	163,119,232	yes	byte-ish	3	128000,12774,232	yes	byte-ish	2	4435,237	yes	byte-ish
32459	U+7ECB	绋	3	2	2282,233	yes	byte-ish	2	2282,233	yes	byte-ish	2	12774,233	yes	byte-ish	3	163,119,233	yes	byte-ish	3	128000,12774,233	yes	byte-ish	2	4435,238	yes	byte-ish
32460	U+7ECC	绌	3	2	2282,234	yes	byte-ish	2	2282,234	yes	byte-ish	2	12774,234	yes	byte-ish	3	163,119,234	yes	byte-ish	3	128000,12774,234	yes	byte-ish	2	4435,239	yes	byte-ish
32461	U+7ECD	绍	3	1	33434	yes	single-token	1	33434	yes	single-token	2	12774,235	yes	byte-ish	3	163,119,235	yes	byte-ish	2	128000,114877	yes	byte-ish	2	4435,240	yes	byte-ish
32462	U+7ECE	绎	3	2	2282,236	yes	byte-ish	2	2282,236	yes	byte-ish	2	12774,236	yes	byte-ish	3	163,119,236	yes	byte-ish	3	128000,12774,236	yes	byte-ish	2	4435,241	yes	byte-ish
32463	U+7ECF	经	3	1	7697	yes	single-token	1	7697	yes	single-token	1	54493	yes	single-token	3	163,119,237	yes	byte-ish	2	128000,54493	yes	byte-ish	1	21653	yes	single-token
32464	U+7ED0	绐	3	2	2282,238	yes	byte-ish	2	2282,238	yes	byte-ish	2	12774,238	yes	byte-ish	3	163,119,238	yes	byte-ish	3	128000,12774,238	yes	byte-ish	2	4435,243	yes	byte-ish
32465	U+7ED1	绑	3	1	53755	yes	single-token	1	53755	yes	single-token	2	12774,239	yes	byte-ish	3	163,119,239	yes	byte-ish	3	128000,12774,239	yes	byte-ish	2	4435,244	yes	byte-ish
32466	U+7ED2	绒	3	2	2282,240	yes	byte-ish	2	2282,240	yes	byte-ish	2	12774,240	yes	byte-ish	2	163,36596	yes	byte-ish	3	128000,12774,240	yes	byte-ish	2	4435,245	yes	byte-ish
32467	U+7ED3	结	3	1	9761	yes	single-token	1	9761	yes	single-token	1	37985	yes	single-token	3	163,119,241	yes	byte-ish	2	128000,37985	yes	byte-ish	1	13051	yes	single-token
32468	U+7ED4	绔	3	2	2282,242	yes	byte-ish	2	2282,242	yes	byte-ish	2	12774,242	yes	byte-ish	3	163,119,242	yes	byte-ish	3	128000,12774,242	yes	byte-ish	2	4435,247	yes	byte-ish
32469	U+7ED5	绕	3	1	138696	yes	single-token	1	138696	yes	single-token	2	12774,243	yes	byte-ish	3	163,119,243	yes	byte-ish	3	128000,12774,243	yes	byte-ish	2	4435,248	yes	byte-ish
32470	U+7ED6	绖	3	2	2282,244	yes	byte-ish	2	2282,244	yes	byte-ish	2	12774,244	yes	byte-ish	3	163,119,244	yes	byte-ish	3	128000,12774,244	yes	byte-ish	2	4435,249	yes	byte-ish
32471	U+7ED7	绗	3	2	2282,245	yes	byte-ish	2	2282,245	yes	byte-ish	2	12774,245	yes	byte-ish	3	163,119,245	yes	byte-ish	3	128000,12774,245	yes	byte-ish	2	4435,250	yes	byte-ish
32472	U+7ED8	绘	3	1	177278	yes	single-token	1	177278	yes	single-token	2	12774,246	yes	byte-ish	3	163,119,246	yes	byte-ish	3	128000,12774,246	yes	byte-ish	1	54633	yes	single-token
32473	U+7ED9	给	3	1	21039	yes	single-token	1	21039	yes	single-token	1	90112	yes	single-token	3	163,119,247	yes	byte-ish	2	128000,90112	yes	byte-ish	1	25950	yes	single-token
32474	U+7EDA	绚	3	2	2282,248	yes	byte-ish	2	2282,248	yes	byte-ish	2	12774,248	yes	byte-ish	3	163,119,248	yes	byte-ish	3	128000,12774,248	yes	byte-ish	2	4435,253	yes	byte-ish
32475	U+7EDB	绛	3	2	2282,249	yes	byte-ish	2	2282,249	yes	byte-ish	2	12774,249	yes	byte-ish	3	163,119,249	yes	byte-ish	3	128000,12774,249	yes	byte-ish	2	4435,254	yes	byte-ish
32476	U+7EDC	络	3	1	27381	yes	single-token	1	27381	yes	single-token	1	69165	yes	single-token	3	163,119,250	yes	byte-ish	2	128000,69165	yes	byte-ish	1	38433	yes	single-token
32477	U+7EDD	绝	3	1	48321	yes	single-token	1	48321	yes	single-token	2	12774,251	yes	byte-ish	3	163,119,251	yes	byte-ish	2	128000,108796	yes	byte-ish	2	4435,256	yes	byte-ish
32478	U+7EDE	绞	3	2	2282,252	yes	byte-ish	2	2282,252	yes	byte-ish	2	12774,252	yes	byte-ish	3	163,119,252	yes	byte-ish	3	128000,12774,252	yes	byte-ish	2	4435,257	yes	byte-ish
32479	U+7EDF	统	3	1	16916	yes	single-token	1	16916	yes	single-token	1	55758	yes	single-token	3	163,119,253	yes	byte-ish	2	128000,55758	yes	byte-ish	1	25565	yes	single-token
32480	U+7EE0	绠	3	2	2282,254	yes	byte-ish	2	2282,254	yes	byte-ish	2	12774,254	yes	byte-ish	3	163,119,254	yes	byte-ish	3	128000,12774,254	yes	byte-ish	2	4435,259	yes	byte-ish
32481	U+7EE1	绡	3	2	2282,94	yes	byte-ish	2	2282,94	yes	byte-ish	2	12774,94	yes	byte-ish	3	163,119,94	yes	byte-ish	3	128000,12774,94	yes	byte-ish	2	4435,99	yes	byte-ish
32482	U+7EE2	绢	3	2	2282,95	yes	byte-ish	2	2282,95	yes	byte-ish	2	12774,95	yes	byte-ish	3	163,119,95	yes	byte-ish	3	128000,12774,95	yes	byte-ish	2	4435,100	yes	byte-ish
32483	U+7EE3	绣	3	2	2282,96	yes	byte-ish	2	2282,96	yes	byte-ish	2	12774,96	yes	byte-ish	3	163,119,96	yes	byte-ish	3	128000,12774,96	yes	byte-ish	2	4435,101	yes	byte-ish
32484	U+7EE4	绤	3	2	2282,97	yes	byte-ish	2	2282,97	yes	byte-ish	2	12774,97	yes	byte-ish	3	163,119,97	yes	byte-ish	3	128000,12774,97	yes	byte-ish	2	4435,102	yes	byte-ish
32485	U+7EE5	绥	3	2	2282,98	yes	byte-ish	2	2282,98	yes	byte-ish	2	12774,98	yes	byte-ish	3	163,119,98	yes	byte-ish	3	128000,12774,98	yes	byte-ish	2	4435,103	yes	byte-ish
32486	U+7EE6	绦	3	2	2282,99	yes	byte-ish	2	2282,99	yes	byte-ish	2	12774,99	yes	byte-ish	3	163,119,99	yes	byte-ish	3	128000,12774,99	yes	byte-ish	2	4435,104	yes	byte-ish
32487	U+7EE7	继	3	1	54841	yes	single-token	1	54841	yes	single-token	2	12774,100	yes	byte-ish	3	163,119,100	yes	byte-ish	2	128000,109700	yes	byte-ish	1	51578	yes	single-token
32488	U+7EE8	绨	3	2	2282,101	yes	byte-ish	2	2282,101	yes	byte-ish	2	12774,101	yes	byte-ish	3	163,119,101	yes	byte-ish	3	128000,12774,101	yes	byte-ish	2	4435,106	yes	byte-ish
32489	U+7EE9	绩	3	1	81263	yes	single-token	1	81263	yes	single-token	2	12774,102	yes	byte-ish	3	163,119,102	yes	byte-ish	2	128000,114257	yes	byte-ish	2	4435,107	yes	byte-ish
32490	U+7EEA	绪	3	1	174774	yes	single-token	1	174774	yes	single-token	2	12774,103	yes	byte-ish	3	163,119,103	yes	byte-ish	3	128000,12774,103	yes	byte-ish	2	4435,108	yes	byte-ish
32491	U+7EEB	绫	3	2	2282,104	yes	byte-ish	2	2282,104	yes	byte-ish	2	12774,104	yes	byte-ish	3	163,119,104	yes	byte-ish	3	128000,12774,104	yes	byte-ish	2	4435,109	yes	byte-ish
32492	U+7EEC	绬	3	2	2282,105	yes	byte-ish	2	2282,105	yes	byte-ish	2	12774,105	yes	byte-ish	3	163,119,105	yes	byte-ish	3	128000,12774,105	yes	byte-ish	2	4435,110	yes	byte-ish
32493	U+7EED	续	3	1	29669	yes	single-token	1	29669	yes	single-token	2	12774,255	yes	byte-ish	3	163,119,255	yes	byte-ish	2	128000,105196	yes	byte-ish	1	36787	yes	single-token
32494	U+7EEE	绮	3	2	2282,106	yes	byte-ish	2	2282,106	yes	byte-ish	2	12774,106	yes	byte-ish	3	163,119,106	yes	byte-ish	3	128000,12774,106	yes	byte-ish	2	4435,111	yes	byte-ish
32495	U+7EEF	绯	3	2	2282,107	yes	byte-ish	2	2282,107	yes	byte-ish	2	12774,107	yes	byte-ish	3	163,119,107	yes	byte-ish	3	128000,12774,107	yes	byte-ish	2	4435,112	yes	byte-ish
32496	U+7EF0	绰	3	2	2282,108	yes	byte-ish	2	2282,108	yes	byte-ish	2	12774,108	yes	byte-ish	3	163,119,108	yes	byte-ish	3	128000,12774,108	yes	byte-ish	2	4435,113	yes	byte-ish
32497	U+7EF1	绱	3	2	2282,109	yes	byte-ish	2	2282,109	yes	byte-ish	2	12774,109	yes	byte-ish	3	163,119,109	yes	byte-ish	3	128000,12774,109	yes	byte-ish	2	4435,114	yes	byte-ish
32498	U+7EF2	绲	3	2	2282,110	yes	byte-ish	2	2282,110	yes	byte-ish	2	12774,110	yes	byte-ish	3	163,119,110	yes	byte-ish	3	128000,12774,110	yes	byte-ish	2	4435,115	yes	byte-ish
32499	U+7EF3	绳	3	2	2282,111	yes	byte-ish	2	2282,111	yes	byte-ish	2	12774,111	yes	byte-ish	3	163,119,111	yes	byte-ish	3	128000,12774,111	yes	byte-ish	2	4435,116	yes	byte-ish
32500	U+7EF4	维	3	1	28630	yes	single-token	1	28630	yes	single-token	2	12774,112	yes	byte-ish	3	163,119,112	yes	byte-ish	2	128000,104083	yes	byte-ish	1	34566	yes	single-token
32501	U+7EF5	绵	3	2	2282,113	yes	byte-ish	2	2282,113	yes	byte-ish	2	12774,113	yes	byte-ish	3	163,119,113	yes	byte-ish	3	128000,12774,113	yes	byte-ish	2	4435,118	yes	byte-ish
32502	U+7EF6	绶	3	2	2282,114	yes	byte-ish	2	2282,114	yes	byte-ish	2	12774,114	yes	byte-ish	3	163,119,114	yes	byte-ish	3	128000,12774,114	yes	byte-ish	2	4435,119	yes	byte-ish
32503	U+7EF7	绷	3	2	2282,115	yes	byte-ish	2	2282,115	yes	byte-ish	2	12774,115	yes	byte-ish	3	163,119,115	yes	byte-ish	3	128000,12774,115	yes	byte-ish	2	4435,120	yes	byte-ish
32504	U+7EF8	绸	3	2	2282,116	yes	byte-ish	2	2282,116	yes	byte-ish	2	12774,116	yes	byte-ish	3	163,119,116	yes	byte-ish	3	128000,12774,116	yes	byte-ish	2	4435,121	yes	byte-ish
32505	U+7EF9	绹	3	2	2282,117	yes	byte-ish	2	2282,117	yes	byte-ish	2	12774,117	yes	byte-ish	3	163,119,117	yes	byte-ish	3	128000,12774,117	yes	byte-ish	2	4435,122	yes	byte-ish
32506	U+7EFA	绺	3	2	2282,118	yes	byte-ish	2	2282,118	yes	byte-ish	2	12774,118	yes	byte-ish	3	163,119,118	yes	byte-ish	3	128000,12774,118	yes	byte-ish	2	4435,123	yes	byte-ish
32507	U+7EFB	绻	3	2	2282,119	yes	byte-ish	2	2282,119	yes	byte-ish	2	12774,119	yes	byte-ish	3	163,119,119	yes	byte-ish	3	128000,12774,119	yes	byte-ish	2	4435,124	yes	byte-ish
32508	U+7EFC	综	3	1	9544	yes	single-token	1	9544	yes	single-token	2	12774,120	yes	byte-ish	3	163,119,120	yes	byte-ish	3	128000,12774,120	yes	byte-ish	2	4435,125	yes	byte-ish
32509	U+7EFD	绽	3	2	2282,121	yes	byte-ish	2	2282,121	yes	byte-ish	2	12774,121	yes	byte-ish	3	163,119,121	yes	byte-ish	3	128000,12774,121	yes	byte-ish	2	4435,126	yes	byte-ish
32510	U+7EFE	绾	3	2	2282,122	yes	byte-ish	2	2282,122	yes	byte-ish	2	12774,122	yes	byte-ish	3	163,119,122	yes	byte-ish	3	128000,12774,122	yes	byte-ish	2	4435,127	yes	byte-ish
32511	U+7EFF	绿	3	1	59045	yes	single-token	1	59045	yes	single-token	2	163,3299	yes	byte-ish	3	163,119,123	yes	byte-ish	2	128000,114735	yes	byte-ish	2	4435,128	yes	byte-ish
32512	U+7F00	缀	3	2	11337,222	yes	byte-ish	2	11337,222	yes	byte-ish	2	25906,222	yes	byte-ish	3	163,120,222	yes	byte-ish	3	128000,25906,222	yes	byte-ish	2	15095,227	yes	byte-ish
32513	U+7F01	缁	3	2	11337,223	yes	byte-ish	2	11337,223	yes	byte-ish	2	25906,223	yes	byte-ish	3	163,120,223	yes	byte-ish	3	128000,25906,223	yes	byte-ish	2	15095,228	yes	byte-ish
32514	U+7F02	缂	3	2	11337,224	yes	byte-ish	2	11337,224	yes	byte-ish	2	25906,224	yes	byte-ish	3	163,120,224	yes	byte-ish	3	128000,25906,224	yes	byte-ish	2	15095,229	yes	byte-ish
32515	U+7F03	缃	3	2	11337,225	yes	byte-ish	2	11337,225	yes	byte-ish	2	25906,225	yes	byte-ish	3	163,120,225	yes	byte-ish	3	128000,25906,225	yes	byte-ish	2	15095,230	yes	byte-ish
32516	U+7F04	缄	3	2	11337,226	yes	byte-ish	2	11337,226	yes	byte-ish	2	25906,226	yes	byte-ish	3	163,120,226	yes	byte-ish	3	128000,25906,226	yes	byte-ish	2	15095,231	yes	byte-ish
32517	U+7F05	缅	3	2	11337,227	yes	byte-ish	2	11337,227	yes	byte-ish	2	25906,227	yes	byte-ish	3	163,120,227	yes	byte-ish	3	128000,25906,227	yes	byte-ish	2	15095,232	yes	byte-ish
32518	U+7F06	缆	3	2	11337,228	yes	byte-ish	2	11337,228	yes	byte-ish	2	25906,228	yes	byte-ish	3	163,120,228	yes	byte-ish	3	128000,25906,228	yes	byte-ish	2	15095,233	yes	byte-ish
32519	U+7F07	缇	3	2	11337,229	yes	byte-ish	2	11337,229	yes	byte-ish	2	25906,229	yes	byte-ish	3	163,120,229	yes	byte-ish	3	128000,25906,229	yes	byte-ish	2	15095,234	yes	byte-ish
32520	U+7F08	缈	3	2	11337,230	yes	byte-ish	2	11337,230	yes	byte-ish	2	25906,230	yes	byte-ish	3	163,120,230	yes	byte-ish	3	128000,25906,230	yes	byte-ish	2	15095,235	yes	byte-ish
32521	U+7F09	缉	3	2	11337,231	yes	byte-ish	2	11337,231	yes	byte-ish	2	25906,231	yes	byte-ish	3	163,120,231	yes	byte-ish	3	128000,25906,231	yes	byte-ish	2	15095,236	yes	byte-ish
32522	U+7F0A	缊	3	2	11337,232	yes	byte-ish	2	11337,232	yes	byte-ish	2	25906,232	yes	byte-ish	3	163,120,232	yes	byte-ish	3	128000,25906,232	yes	byte-ish	2	15095,237	yes	byte-ish
32523	U+7F0B	缋	3	2	11337,233	yes	byte-ish	2	11337,233	yes	byte-ish	2	25906,233	yes	byte-ish	3	163,120,233	yes	byte-ish	3	128000,25906,233	yes	byte-ish	2	15095,238	yes	byte-ish
32524	U+7F0C	缌	3	2	11337,234	yes	byte-ish	2	11337,234	yes	byte-ish	2	25906,234	yes	byte-ish	3	163,120,234	yes	byte-ish	3	128000,25906,234	yes	byte-ish	2	15095,239	yes	byte-ish
32525	U+7F0D	缍	3	2	11337,235	yes	byte-ish	2	11337,235	yes	byte-ish	2	25906,235	yes	byte-ish	3	163,120,235	yes	byte-ish	3	128000,25906,235	yes	byte-ish	2	15095,240	yes	byte-ish
32526	U+7F0E	缎	3	2	11337,236	yes	byte-ish	2	11337,236	yes	byte-ish	2	25906,236	yes	byte-ish	3	163,120,236	yes	byte-ish	3	128000,25906,236	yes	byte-ish	2	15095,241	yes	byte-ish
32527	U+7F0F	缏	3	2	11337,237	yes	byte-ish	2	11337,237	yes	byte-ish	2	25906,237	yes	byte-ish	3	163,120,237	yes	byte-ish	3	128000,25906,237	yes	byte-ish	2	15095,242	yes	byte-ish
32528	U+7F10	缐	3	2	11337,238	yes	byte-ish	2	11337,238	yes	byte-ish	2	25906,238	yes	byte-ish	3	163,120,238	yes	byte-ish	3	128000,25906,238	yes	byte-ish	2	15095,243	yes	byte-ish
32529	U+7F11	缑	3	2	11337,239	yes	byte-ish	2	11337,239	yes	byte-ish	2	25906,239	yes	byte-ish	3	163,120,239	yes	byte-ish	3	128000,25906,239	yes	byte-ish	2	15095,244	yes	byte-ish
32530	U+7F12	缒	3	2	11337,240	yes	byte-ish	2	11337,240	yes	byte-ish	2	25906,240	yes	byte-ish	3	163,120,240	yes	byte-ish	3	128000,25906,240	yes	byte-ish	2	15095,245	yes	byte-ish
32531	U+7F13	缓	3	1	89933	yes	single-token	1	89933	yes	single-token	2	25906,241	yes	byte-ish	3	163,120,241	yes	byte-ish	2	128000,115536	yes	byte-ish	2	15095,246	yes	byte-ish
32532	U+7F14	缔	3	2	11337,242	yes	byte-ish	2	11337,242	yes	byte-ish	2	25906,242	yes	byte-ish	3	163,120,242	yes	byte-ish	3	128000,25906,242	yes	byte-ish	2	15095,247	yes	byte-ish
32533	U+7F15	缕	3	2	11337,243	yes	byte-ish	2	11337,243	yes	byte-ish	2	25906,243	yes	byte-ish	3	163,120,243	yes	byte-ish	3	128000,25906,243	yes	byte-ish	2	15095,248	yes	byte-ish
32534	U+7F16	编	3	1	16728	yes	single-token	1	16728	yes	single-token	1	31968	yes	single-token	3	163,120,244	yes	byte-ish	2	128000,31968	yes	byte-ish	1	22328	yes	single-token
32535	U+7F17	缗	3	2	11337,245	yes	byte-ish	2	11337,245	yes	byte-ish	2	25906,245	yes	byte-ish	3	163,120,245	yes	byte-ish	3	128000,25906,245	yes	byte-ish	2	15095,250	yes	byte-ish
32536	U+7F18	缘	3	1	85231	yes	single-token	1	85231	yes	single-token	2	25906,246	yes	byte-ish	3	163,120,246	yes	byte-ish	2	128000,120462	yes	byte-ish	2	15095,251	yes	byte-ish
32537	U+7F19	缙	3	2	11337,247	yes	byte-ish	2	11337,247	yes	byte-ish	2	25906,247	yes	byte-ish	3	163,120,247	yes	byte-ish	3	128000,25906,247	yes	byte-ish	2	15095,252	yes	byte-ish
32538	U+7F1A	缚	3	2	11337,248	yes	byte-ish	2	11337,248	yes	byte-ish	2	25906,248	yes	byte-ish	3	163,120,248	yes	byte-ish	3	128000,25906,248	yes	byte-ish	2	15095,253	yes	byte-ish
32539	U+7F1B	缛	3	2	11337,249	yes	byte-ish	2	11337,249	yes	byte-ish	2	25906,249	yes	byte-ish	3	163,120,249	yes	byte-ish	3	128000,25906,249	yes	byte-ish	2	15095,254	yes	byte-ish
32540	U+7F1C	缜	3	2	11337,250	yes	byte-ish	2	11337,250	yes	byte-ish	2	25906,250	yes	byte-ish	3	163,120,250	yes	byte-ish	3	128000,25906,250	yes	byte-ish	2	15095,255	yes	byte-ish
32541	U+7F1D	缝	3	2	11337,251	yes	byte-ish	2	11337,251	yes	byte-ish	2	25906,251	yes	byte-ish	3	163,120,251	yes	byte-ish	3	128000,25906,251	yes	byte-ish	2	15095,256	yes	byte-ish
32542	U+7F1E	缞	3	2	11337,252	yes	byte-ish	2	11337,252	yes	byte-ish	2	25906,252	yes	byte-ish	3	163,120,252	yes	byte-ish	3	128000,25906,252	yes	byte-ish	2	15095,257	yes	byte-ish
32543	U+7F1F	缟	3	2	11337,253	yes	byte-ish	2	11337,253	yes	byte-ish	2	25906,253	yes	byte-ish	3	163,120,253	yes	byte-ish	3	128000,25906,253	yes	byte-ish	2	15095,258	yes	byte-ish
32544	U+7F20	缠	3	2	11337,254	yes	byte-ish	2	11337,254	yes	byte-ish	2	25906,254	yes	byte-ish	3	163,120,254	yes	byte-ish	3	128000,25906,254	yes	byte-ish	2	15095,259	yes	byte-ish
32545	U+7F21	缡	3	2	11337,94	yes	byte-ish	2	11337,94	yes	byte-ish	2	25906,94	yes	byte-ish	3	163,120,94	yes	byte-ish	3	128000,25906,94	yes	byte-ish	2	15095,99	yes	byte-ish
32546	U+7F22	缢	3	2	11337,95	yes	byte-ish	2	11337,95	yes	byte-ish	2	25906,95	yes	byte-ish	3	163,120,95	yes	byte-ish	3	128000,25906,95	yes	byte-ish	2	15095,100	yes	byte-ish
32547	U+7F23	缣	3	2	11337,96	yes	byte-ish	2	11337,96	yes	byte-ish	2	25906,96	yes	byte-ish	3	163,120,96	yes	byte-ish	3	128000,25906,96	yes	byte-ish	2	15095,101	yes	byte-ish
32548	U+7F24	缤	3	2	11337,97	yes	byte-ish	2	11337,97	yes	byte-ish	2	25906,97	yes	byte-ish	3	163,120,97	yes	byte-ish	3	128000,25906,97	yes	byte-ish	2	15095,102	yes	byte-ish
32549	U+7F25	缥	3	2	11337,98	yes	byte-ish	2	11337,98	yes	byte-ish	2	25906,98	yes	byte-ish	3	163,120,98	yes	byte-ish	3	128000,25906,98	yes	byte-ish	2	15095,103	yes	byte-ish
32550	U+7F26	缦	3	2	11337,99	yes	byte-ish	2	11337,99	yes	byte-ish	2	25906,99	yes	byte-ish	3	163,120,99	yes	byte-ish	3	128000,25906,99	yes	byte-ish	2	15095,104	yes	byte-ish
32551	U+7F27	缧	3	2	11337,100	yes	byte-ish	2	11337,100	yes	byte-ish	2	25906,100	yes	byte-ish	3	163,120,100	yes	byte-ish	3	128000,25906,100	yes	byte-ish	2	15095,105	yes	byte-ish
32552	U+7F28	缨	3	2	11337,101	yes	byte-ish	2	11337,101	yes	byte-ish	2	25906,101	yes	byte-ish	3	163,120,101	yes	byte-ish	3	128000,25906,101	yes	byte-ish	2	15095,106	yes	byte-ish
32553	U+7F29	缩	3	1	74299	yes	single-token	1	74299	yes	single-token	2	25906,102	yes	byte-ish	3	163,120,102	yes	byte-ish	2	128000,118504	yes	byte-ish	1	59773	yes	single-token
32554	U+7F2A	缪	3	2	11337,103	yes	byte-ish	2	11337,103	yes	byte-ish	2	25906,103	yes	byte-ish	3	163,120,103	yes	byte-ish	3	128000,25906,103	yes	byte-ish	2	15095,108	yes	byte-ish
32555	U+7F2B	缫	3	2	11337,104	yes	byte-ish	2	11337,104	yes	byte-ish	2	25906,104	yes	byte-ish	3	163,120,104	yes	byte-ish	3	128000,25906,104	yes	byte-ish	2	15095,109	yes	byte-ish
32556	U+7F2C	缬	3	2	11337,105	yes	byte-ish	2	11337,105	yes	byte-ish	2	25906,105	yes	byte-ish	3	163,120,105	yes	byte-ish	3	128000,25906,105	yes	byte-ish	2	15095,110	yes	byte-ish
32557	U+7F2D	缭	3	2	11337,255	yes	byte-ish	2	11337,255	yes	byte-ish	2	25906,255	yes	byte-ish	3	163,120,255	yes	byte-ish	3	128000,25906,255	yes	byte-ish	2	15095,260	yes	byte-ish
32558	U+7F2E	缮	3	2	11337,106	yes	byte-ish	2	11337,106	yes	byte-ish	2	25906,106	yes	byte-ish	3	163,120,106	yes	byte-ish	3	128000,25906,106	yes	byte-ish	2	15095,111	yes	byte-ish
32559	U+7F2F	缯	3	2	11337,107	yes	byte-ish	2	11337,107	yes	byte-ish	2	25906,107	yes	byte-ish	3	163,120,107	yes	byte-ish	3	128000,25906,107	yes	byte-ish	2	15095,112	yes	byte-ish
32560	U+7F30	缰	3	2	11337,108	yes	byte-ish	2	11337,108	yes	byte-ish	2	25906,108	yes	byte-ish	3	163,120,108	yes	byte-ish	3	128000,25906,108	yes	byte-ish	2	15095,113	yes	byte-ish
32561	U+7F31	缱	3	2	11337,109	yes	byte-ish	2	11337,109	yes	byte-ish	2	25906,109	yes	byte-ish	3	163,120,109	yes	byte-ish	3	128000,25906,109	yes	byte-ish	2	15095,114	yes	byte-ish
32562	U+7F32	缲	3	2	11337,110	yes	byte-ish	2	11337,110	yes	byte-ish	2	25906,110	yes	byte-ish	3	163,120,110	yes	byte-ish	3	128000,25906,110	yes	byte-ish	2	15095,115	yes	byte-ish
32563	U+7F33	缳	3	2	11337,111	yes	byte-ish	2	11337,111	yes	byte-ish	2	25906,111	yes	byte-ish	3	163,120,111	yes	byte-ish	3	128000,25906,111	yes	byte-ish	2	15095,116	yes	byte-ish
32564	U+7F34	缴	3	1	94652	yes	single-token	1	94652	yes	single-token	2	25906,112	yes	byte-ish	3	163,120,112	yes	byte-ish	3	128000,25906,112	yes	byte-ish	2	15095,117	yes	byte-ish
